5.000021999999999800e-03 -1.771792591671901391e+02 2.262837912842207970e+02
1.500001999999999933e-02 -4.632341602886234710e+01 1.008659464753193049e+02
2.500002000000000127e-02 6.705804479274291907e+01 2.384527565239526226e+01
3.500001999999999974e-02 9.950458521942850965e+00 3.131238328555022932e+00
4.500002000000000169e-02 4.367094581859263513e+01 3.077055035158207996e+00
5.500001999999999669e-02 4.743182274585226565e+01 4.194942975865954438e+00
6.500002000000000557e-02 6.405133516618806766e+01 4.320496108765609300e+00
7.500002000000000058e-02 7.441142093607528807e+01 4.346534318150709453e+00
8.500001999999999558e-02 9.494290267899724256e+01 4.150005827943228809e+00
9.500002000000000446e-02 1.005721153461404640e+02 4.104699883294142815e+00
1.049999999999999961e-01 1.140894562499999836e+02 3.944438504999999484e+00
1.150000000000000050e-01 1.255099052000000199e+02 3.398858062499999999e+00
1.250000000000000000e-01 1.433642812500000048e+02 3.594123437499999962e+00
1.350000000000000089e-01 1.541292259500000341e+02 3.921828637500000436e+00
1.449999999999999900e-01 1.618538560499999903e+02 3.520430204999999813e+00
1.549999999999999989e-01 1.700360005250000199e+02 3.856759677500000372e+00
1.650000000000000078e-01 1.806519775500000264e+02 3.673335847500000195e+00
1.749999999999999889e-01 1.910857593749999808e+02 3.661463749999999795e+00
1.849999999999999978e-01 2.019289374500000065e+02 3.795032279999999592e+00
1.950000000000000067e-01 2.118783039749999944e+02 3.986715915000000443e+00
2.049999999999999878e-01 2.191249899499999856e+02 3.840205836999999622e+00
2.149999999999999967e-01 2.277621774749999872e+02 3.878055157749999537e+00
2.250000000000000056e-01 2.358871875000000102e+02 3.660266474999999797e+00
2.349999999999999867e-01 2.444151363499999547e+02 4.047419816749999733e+00
2.449999999999999956e-01 2.522645464500000116e+02 3.932327787499999339e+00
2.550000000000000044e-01 2.615410840499999949e+02 3.811385753999999793e+00
2.650000000000000133e-01 2.689517078250000282e+02 4.073099859750000107e+00
2.750000000000000222e-01 2.764246512500000676e+02 4.197778887500001055e+00
2.849999999999999756e-01 2.836539449999999647e+02 4.107989301749999100e+00
2.949999999999999845e-01 2.915356645499999786e+02 4.195278573499999553e+00
3.049999999999999933e-01 2.986499716750000175e+02 4.198023827750000159e+00
3.150000000000000022e-01 3.065192219250000107e+02 4.307682708000000638e+00
3.250000000000000111e-01 3.135195050000000379e+02 4.209496362500000366e+00
3.350000000000000200e-01 3.208341045750000831e+02 4.278289706750000754e+00
3.449999999999999734e-01 3.281804909999999040e+02 4.309335832499999519e+00
3.549999999999999822e-01 3.344511941999999749e+02 4.289524267250000022e+00
3.649999999999999911e-01 3.415288155249999704e+02 4.352660587499999956e+00
3.750000000000000000e-01 3.485024999999999409e+02 4.416955312499999842e+00
3.850000000000000089e-01 3.551478411250000136e+02 4.585393735999999443e+00
3.950000000000000178e-01 3.629139939750000394e+02 4.421581553250001129e+00
4.050000000000000266e-01 3.692639056500000834e+02 4.514118903000000849e+00
4.149999999999999800e-01 3.762807967249999592e+02 4.581231500749999519e+00
4.249999999999999889e-01 3.823511543749999078e+02 4.603759162499999391e+00
4.349999999999999978e-01 3.901119367500000408e+02 4.737965037749999553e+00
4.450000000000000067e-01 3.967714050750000183e+02 4.630220550000000657e+00
4.550000000000000155e-01 4.039745073000000275e+02 4.925273808000000031e+00
4.650000000000000244e-01 4.108478251500000624e+02 4.696722688500000409e+00
4.749999999999999778e-01 4.168153381249999825e+02 4.661417012499999402e+00
4.849999999999999867e-01 4.240775082749999569e+02 4.773489140249999707e+00
4.949999999999999956e-01 4.307100905249999414e+02 4.920717012749999952e+00
5.050000000000000044e-01 4.367871830749999731e+02 4.968471007249999793e+00
5.150000000000000133e-01 4.441518851750000181e+02 4.903341883000000401e+00
5.250000000000000222e-01 4.513480650000000196e+02 5.167023356249999644e+00
