5.000021999999999800e-03 8.973951485212799525e+03 1.442797348280400001e+03
1.500001999999999933e-02 1.730127206833200034e+04 1.331273975029599796e+03
2.500002000000000127e-02 1.604915783931600163e+04 5.652819522252000297e+02
3.500001999999999974e-02 1.120370940211599918e+04 3.137250592713599531e+02
4.500002000000000169e-02 9.662980294655999387e+03 2.127543345574400178e+02
5.500001999999999669e-02 7.850972354897999139e+03 1.404084510575999900e+02
6.500002000000000557e-02 7.040201566215199819e+03 1.089759005310360038e+02
7.500002000000000058e-02 5.904591074557200045e+03 7.863663596976400072e+01
8.500001999999999558e-02 4.854837342314399393e+03 5.878188283102799261e+01
9.500002000000000446e-02 3.957375933131600505e+03 4.830532516953999789e+01
1.049999999999999961e-01 3.470266800000000330e+03 3.954415499999999639e+01
1.150000000000000050e-01 3.147952500000000327e+03 2.949267000000000394e+01
1.250000000000000000e-01 2.912782499999999800e+03 2.755112499999999898e+01
1.350000000000000089e-01 2.594217779999999948e+03 2.425911660000000225e+01
1.449999999999999900e-01 2.278968479999999545e+03 1.791720630000000014e+01
1.549999999999999989e-01 2.036845079999999825e+03 1.565210459999999948e+01
1.650000000000000078e-01 1.857399720000000116e+03 1.337663910000000023e+01
1.749999999999999889e-01 1.723052799999999934e+03 1.207670099999999991e+01
1.849999999999999978e-01 1.610386150000000043e+03 1.201224610000000048e+01
1.950000000000000067e-01 1.492605270000000246e+03 1.075638329999999954e+01
2.049999999999999878e-01 1.386690929999999753e+03 9.413026000000000337e+00
2.149999999999999967e-01 1.288356109999999944e+03 7.945892599999999639e+00
2.250000000000000056e-01 1.205365050000000110e+03 7.222882500000000761e+00
2.349999999999999867e-01 1.139397500000000036e+03 6.972088099999999677e+00
2.449999999999999956e-01 1.077192479999999932e+03 6.153204399999999907e+00
2.550000000000000044e-01 1.019224289999999996e+03 5.850633300000000148e+00
2.650000000000000133e-01 9.665885600000000295e+02 5.238894179999999956e+00
2.750000000000000222e-01 9.202979500000001281e+02 4.978035150000001074e+00
2.849999999999999756e-01 8.758158299999998917e+02 4.250054519999999059e+00
2.949999999999999845e-01 8.366648399999999128e+02 4.648987599999999887e+00
3.049999999999999933e-01 8.002962099999999737e+02 4.239965429999999813e+00
3.150000000000000022e-01 7.666974000000000160e+02 3.920260679999999720e+00
3.250000000000000111e-01 7.345942499999999882e+02 3.779115599999999908e+00
3.350000000000000200e-01 7.066523499999999558e+02 3.553129930000000325e+00
3.449999999999999734e-01 6.830617740000000140e+02 3.580005659999999423e+00
3.549999999999999822e-01 6.554575869999999895e+02 3.016809879999999833e+00
3.649999999999999911e-01 6.330826449999999568e+02 2.750912290000000038e+00
3.750000000000000000e-01 6.127790249999999332e+02 2.813506499999999910e+00
3.850000000000000089e-01 5.942733719999999948e+02 2.571977869999999999e+00
3.950000000000000178e-01 5.751943390000000136e+02 2.623298490000000260e+00
4.050000000000000266e-01 5.565691440000000512e+02 2.318804820000000433e+00
4.149999999999999800e-01 5.418644209999999930e+02 2.315428589999999787e+00
4.249999999999999889e-01 5.252798549999999977e+02 2.246455649999999693e+00
4.349999999999999978e-01 5.107196669999999585e+02 2.312526119999999796e+00
4.450000000000000067e-01 4.960897379999999544e+02 2.126777820000000041e+00
4.550000000000000155e-01 4.838967769999999859e+02 2.085554380000000041e+00
4.650000000000000244e-01 4.714892610000000559e+02 1.835507520000000170e+00
4.749999999999999778e-01 4.617546249999999759e+02 1.667272799999999888e+00
4.849999999999999867e-01 4.483992809999999736e+02 1.741712599999999833e+00
4.949999999999999956e-01 4.395325770000000034e+02 1.799396279999999848e+00
5.050000000000000044e-01 4.289497269999999958e+02 1.569689480000000081e+00
5.150000000000000133e-01 4.203665870000000382e+02 1.761109450000000187e+00
5.250000000000000222e-01 4.098992100000000391e+02 1.579126500000000100e+00
5.350000000000000311e-01 4.020916620000000421e+02 1.551814580000000054e+00
5.450000000000000400e-01 3.937910580000000209e+02 1.601425820000000222e+00
5.550000000000000488e-01 3.857876040000000444e+02 1.654543800000000120e+00
