5.000021999999999800e-03 -2.023698558429778132e+02 2.585780254716059972e+02
1.500001999999999933e-02 -5.121265656681104161e+01 1.163844178578268895e+02
2.500002000000000127e-02 8.217844398535260098e+01 2.793018843824788178e+01
3.500001999999999974e-02 2.152889735443303110e+01 4.560730437258889935e+00
4.500002000000000169e-02 7.037116155210192403e+01 4.551347470639500514e+00
5.500001999999999669e-02 8.307230791619097943e+01 6.760885967005292763e+00
6.500002000000000557e-02 1.136974394676227718e+02 6.876217081516251994e+00
7.500002000000000058e-02 1.343791841688695570e+02 7.039691254500500150e+00
8.500001999999999558e-02 1.666650056805632119e+02 6.678420332784928526e+00
9.500002000000000446e-02 1.812324550583780649e+02 6.948534535697828751e+00
1.049999999999999961e-01 2.058580282499999612e+02 6.449242432499998401e+00
1.150000000000000050e-01 2.286673915000000363e+02 5.669558822500000872e+00
1.250000000000000000e-01 2.595692187500000045e+02 6.294587499999999558e+00
1.350000000000000089e-01 2.807858317499999998e+02 6.920792482500000453e+00
1.449999999999999900e-01 2.969634074999999598e+02 6.280842402499999366e+00
1.549999999999999989e-01 3.145297742500000027e+02 6.826785434999999680e+00
1.650000000000000078e-01 3.355067430000000286e+02 6.627708450000000973e+00
1.749999999999999889e-01 3.564021124999999870e+02 6.640189062499998407e+00
1.849999999999999978e-01 3.779388032499999781e+02 6.787909277499998950e+00
1.950000000000000067e-01 3.985301385000000209e+02 7.105081522500000801e+00
2.049999999999999878e-01 4.146382756749999317e+02 6.959714022499999153e+00
2.149999999999999967e-01 4.339417175499999644e+02 7.198059927499998345e+00
2.250000000000000056e-01 4.515450806250000255e+02 6.894360562500000178e+00
2.349999999999999867e-01 4.711184554749999620e+02 7.713662324999998710e+00
2.449999999999999956e-01 4.881246805749999567e+02 7.634873872500000047e+00
2.550000000000000044e-01 5.084937443249999660e+02 7.361668822500000431e+00
2.650000000000000133e-01 5.257240130000000136e+02 7.960270605000001609e+00
2.750000000000000222e-01 5.441324625000000879e+02 8.135767750000001186e+00
2.849999999999999756e-01 5.616015900749999901e+02 8.171730472499998399e+00
2.949999999999999845e-01 5.795269748999999138e+02 8.348216003499999260e+00
3.049999999999999933e-01 5.969792861749999702e+02 8.228651028499999853e+00
3.150000000000000022e-01 6.159225177000000713e+02 8.728220954250001995e+00
3.250000000000000111e-01 6.324718318750001345e+02 8.500827806250001117e+00
3.350000000000000200e-01 6.510200306250001177e+02 8.763077902500002736e+00
3.449999999999999734e-01 6.693885062999999036e+02 8.896495058999997596e+00
3.549999999999999822e-01 6.860532566750000569e+02 8.957497828750000224e+00
3.649999999999999911e-01 7.034041527249999035e+02 9.071600664249999113e+00
3.750000000000000000e-01 7.217405156250000573e+02 9.152107031249999025e+00
3.850000000000000089e-01 7.396049526250000099e+02 9.852619507499998264e+00
3.950000000000000178e-01 7.586695341750000807e+02 9.471563155500000164e+00
4.050000000000000266e-01 7.757222843250001461e+02 9.848444818500002640e+00
4.149999999999999800e-01 7.933119229249998625e+02 9.999409333750000073e+00
4.249999999999999889e-01 8.102963937499998792e+02 9.776971149999999611e+00
4.349999999999999978e-01 8.301435099750000290e+02 9.958890935250000354e+00
4.450000000000000067e-01 8.476905681250001408e+02 1.015761910574999938e+01
4.550000000000000155e-01 8.671542311250001376e+02 1.077022512475000049e+01
4.650000000000000244e-01 8.855417034000000740e+02 1.059046481475000157e+01
