5.000021999999999800e-03 8.021034999999999854e+03 1.118777000000000044e+03
1.500001999999999933e-02 1.066320999999999913e+04 7.513026999999999589e+02
2.500002000000000127e-02 9.301045000000000073e+03 3.216727999999999952e+02
3.500001999999999974e-02 7.097270000000000437e+03 1.844386000000000081e+02
4.500002000000000169e-02 5.499280999999999949e+03 1.122911000000000001e+02
5.500001999999999669e-02 4.639028000000000247e+03 7.778927000000000191e+01
6.500002000000000557e-02 4.148784999999999854e+03 5.648228000000000293e+01
7.500002000000000058e-02 3.499858000000000175e+03 4.137324000000000268e+01
8.500001999999999558e-02 2.833489999999999782e+03 3.053310000000000102e+01
9.500002000000000446e-02 2.302061999999999898e+03 2.549061000000000021e+01
1.049999999999999961e-01 2.005894000000000005e+03 1.971971999999999881e+01
1.150000000000000050e-01 1.822101000000000113e+03 1.501798999999999928e+01
1.250000000000000000e-01 1.678862000000000080e+03 1.321903999999999968e+01
1.350000000000000089e-01 1.492888999999999896e+03 1.097730999999999923e+01
1.449999999999999900e-01 1.291986000000000104e+03 8.363930999999999116e+00
1.549999999999999989e-01 1.133857999999999947e+03 6.666305000000000369e+00
1.650000000000000078e-01 1.028736000000000104e+03 5.603646000000000349e+00
1.749999999999999889e-01 9.529424999999999955e+02 5.258828000000000280e+00
1.849999999999999978e-01 8.902867999999999711e+02 5.011877000000000137e+00
1.950000000000000067e-01 8.188323000000000320e+02 4.066450999999999816e+00
2.049999999999999878e-01 7.499013999999999669e+02 3.378864999999999785e+00
2.149999999999999967e-01 6.855647999999999911e+02 3.000153000000000070e+00
2.250000000000000056e-01 6.348678999999999633e+02 2.487366000000000188e+00
2.349999999999999867e-01 5.979389999999999645e+02 2.171100000000000030e+00
2.449999999999999956e-01 5.634255000000000564e+02 2.056820999999999788e+00
2.550000000000000044e-01 5.289143000000000256e+02 2.084407000000000121e+00
2.650000000000000133e-01 4.957024999999999864e+02 1.785522000000000054e+00
2.750000000000000222e-01 4.654089999999999918e+02 1.536186999999999969e+00
2.849999999999999756e-01 4.379639999999999986e+02 1.314094000000000095e+00
2.949999999999999845e-01 4.159678000000000111e+02 1.351472999999999924e+00
