0.0174687	-0.6750825972
0.0199624	0.2924795031
0.0224561	1.650767167
0.0249499	2.415835255
0.0274436	2.886022346
0.0299373	2.118793175
0.0324311	0.359673437
0.0349248	-2.634728354
0.0374185	-6.194593705
0.0399123	-9.329236202
0.042406	-12.20748768
0.0448997	-14.22069149
0.0473935	-15.15599742
0.0498872	-14.55828901
0.052381	-12.17284858
0.0548747	-8.394960456
0.0573684	-3.666207167
0.0598622	1.562348019
0.0623559	6.918223597
0.0648496	12.03479676
0.0673434	16.18885395
0.0698371	19.00067748
0.0723308	20.23117447
0.0748246	19.93686495
0.0773183	18.27062463
0.079812	15.13403628
0.0823058	10.7725658
0.0847995	5.744126319
0.0872932	0.6501467934
0.089787	-4.087461195
0.0922807	-8.10334538
0.0947744	-11.24556951
0.0972682	-13.5116705
0.0997619	-14.85753553
0.102256	-15.14426693
0.104749	-14.44654062
0.107243	-12.85391416
0.109737	-10.42243884
0.112231	-7.42942365
0.114724	-4.23548919
0.117218	-0.8653328439
0.119712	2.255855432
0.122206	4.881086579
0.124699	6.990913673
0.127193	8.098177129
0.129687	8.298825101
0.13218	8.287529283
0.134674	7.611308005
0.137168	6.290622253
0.139662	4.364996704
0.142155	2.348919957
0.144649	0.3305771904
0.147143	-1.791910266
0.149637	-3.535332898
0.15213	-5.034135242
0.154624	-6.009397317
0.157118	-6.57823686
0.159612	-6.7060655
0.162105	-6.408235
0.164599	-5.771686577
0.167093	-4.895961473
0.169586	-3.799485996
0.17208	-2.596045459
0.174574	-1.314160469
0.177068	-0.1561705041
0.179561	1.032610912
0.182055	1.87367298
0.184549	2.627480548
0.187043	3.005012076
0.189536	3.111100028
0.19203	3.10528162
0.194524	2.754668742
0.197018	2.331318354
0.199511	1.844087913
0.202005	1.076950173
0.204499	0.5771480027
0.206992	-0.1305234083
0.209486	-0.6150335742
0.21198	-0.9938082287
0.214474	-1.4153662
0.216967	-1.578271542
0.219461	-1.596267792
0.221955	-1.589177212
0.224449	-1.509256528
0.226942	-1.181524689
0.229436	-0.9304358974
0.23193	-0.6128026058
0.234424	-0.2246994193
0.236917	0.01252805525
0.239411	0.2963311817
0.241905	0.5561169539
0.244398	0.6958503194
0.246892	0.8049143406
0.249386	0.8775213399
0.25188	0.8895803282
0.254373	0.8218476224
0.256867	0.7243476568
0.259361	0.6131528649
0.261855	0.4594896995
0.264348	0.3034081316
0.266842	0.1675223194
0.269336	0.04112141922
0.27183	-0.06649445793
0.274323	-0.1540913918
0.276817	-0.2168856277
0.279311	-0.2486771768
0.281805	-0.2534555264
0.284298	-0.2344732055
0.286792	-0.2160499248
0.289286	-0.1725413197
0.291779	-0.1048681392
0.294273	-0.04486393047
0.296767	-0.0096699374
0.299261	0.04239346649
0.301754	0.1054900409
0.304248	0.1350219674
0.306742	0.1530849434
0.309236	0.1678299465
0.311729	0.1791217017
0.314223	0.1806473202
0.316717	0.1630253821
0.319211	0.1273765696
0.321704	0.1013457902
0.324198	0.09603657539
0.326692	0.07444791178
0.329185	0.03777242152
0.331679	0.01556781911
0.334173	0.01133343482
0.336667	0.002236565785
0.33916	-0.01139018506
0.341654	-0.02122706349
0.344148	-0.02480514216
0.346642	-0.0206700854
0.349135	-0.01010674616
0.351629	-0.005305208335
0.354123	-0.00850907205
0.356617	-0.005206066893
0.35911	0.009309471126
0.361604	0.02129368154
0.364098	0.02536417309
0.366591	0.0248207078
0.369085	0.0261613397
0.371579	0.02836011708
0.374073	0.02975022867
0.376566	0.03105642607
0.37906	0.02983905609
0.381554	0.02478018308
0.384048	0.02088583831
0.386541	0.01987225152
0.389035	0.02051820099
0.391529	0.01672532995
0.394023	0.01176839131
0.396516	0.009174279479
0.39901	0.008684473477
0.401504	0.008891917184
0.403997	0.008672770447
0.406491	0.00848714803
0.408985	0.008661117578
0.411479	0.008994061114
0.413972	0.009669214321
0.416466	0.01067934225
0.41896	0.01085469715
0.421454	0.01155687202
0.423947	0.01268737334
0.426441	0.01319006976
0.428935	0.01330326985
0.431429	0.01375585009
0.433922	0.01401342851
0.436416	0.01443461297
0.43891	0.01431556737
0.441404	0.01376572707
0.443897	0.01311911745
0.446391	0.0130313404
0.448885	0.01355232398
0.451378	0.01385716418
0.453872	0.0135065687
0.456366	0.01311548072
0.45886	0.01298915115
0.461353	0.01284916569
0.463847	0.01309656446
0.466341	0.01299687346
0.468835	0.01279315429
0.471328	0.01289291242
0.473822	0.01277294494
0.476316	0.01284835773
0.47881	0.01289200187
0.481303	0.01313369011
0.483797	0.01345561095
0.486291	0.01293716799
0.488784	0.0126142752
0.491278	0.01265748897
0.493772	0.01334543235
0.496266	0.01327664941
0.498759	0.0134324209
0.501253	0.01323913132
0.503747	0.01312435007
0.506241	0.01310566033
0.508734	0.01316350266
0.511228	0.01319189002
0.513722	0.01315011358
0.516216	0.01333210864
0.518709	0.01251433745
0.521203	0.0128206129
0.523697	0.01293284766
0.52619	0.01318274183
0.528684	0.01214511373
0.531178	0.01207855688
0.533672	0.0116580542
0.536165	0.01139428794
0.538659	0.01127617912
0.541153	0.0112406787
0.543647	0.01176158487
0.54614	0.01155065294
0.548634	0.0116904858
0.551128	0.01193691657
0.553622	0.01172792652
0.556115	0.01134038378
0.558609	0.0113720075
0.561103	0.01152401563
0.563596	0.01059360926
0.56609	0.01084475746
